locus_tag	ftype	length_bp	gene	EC_number	COG	product
NKFGLIEL_01437	CDS	1338	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
NKFGLIEL_01438	CDS	2604	mutS		COG0249	DNA mismatch repair protein MutS
NKFGLIEL_01439	CDS	2025	mutL		COG0323	DNA mismatch repair protein MutL
NKFGLIEL_01440	CDS	792	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
NKFGLIEL_01441	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
NKFGLIEL_01442	CDS	1239				hypothetical protein
NKFGLIEL_01443	CDS	561	rnmV	3.1.26.8	COG1658	Ribonuclease M5
NKFGLIEL_01444	CDS	888	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
NKFGLIEL_01445	CDS	885				hypothetical protein
NKFGLIEL_01446	CDS	279	remA		COG2052	Extracellular matrix regulatory protein A
NKFGLIEL_01447	CDS	618	gmk	2.7.4.8	COG0194	Guanylate kinase
NKFGLIEL_01448	CDS	210	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
NKFGLIEL_01449	CDS	1224	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
NKFGLIEL_01450	CDS	939		1.1.1.81	COG0111	Hydroxypyruvate reductase
NKFGLIEL_01451	CDS	1578	betL		COG1292	Glycine betaine transporter BetL
NKFGLIEL_01452	CDS	1191	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
NKFGLIEL_01453	CDS	819				hypothetical protein
NKFGLIEL_01454	CDS	435				hypothetical protein
NKFGLIEL_01455	CDS	915	queG_3	1.17.99.6		Epoxyqueuosine reductase
NKFGLIEL_01456	CDS	918	lipR	3.1.1.-	COG0657	Putative acetyl-hydrolase LipR
NKFGLIEL_01457	tRNA	89				tRNA-Ser(cga)
NKFGLIEL_01458	CDS	831				hypothetical protein
NKFGLIEL_01459	CDS	873				hypothetical protein
NKFGLIEL_01460	CDS	1239				hypothetical protein
NKFGLIEL_01461	CDS	1164	ald	1.4.1.1	COG0686	Alanine dehydrogenase
NKFGLIEL_01462	CDS	1404				hypothetical protein
NKFGLIEL_01463	CDS	156				hypothetical protein
NKFGLIEL_01464	CDS	1377				hypothetical protein
NKFGLIEL_01465	CDS	909				hypothetical protein
NKFGLIEL_01466	CDS	702	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
NKFGLIEL_01467	CDS	1119			COG0327	GTP cyclohydrolase 1 type 2 
NKFGLIEL_01468	CDS	663	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
NKFGLIEL_01469	CDS	666	glnP		COG0765	Glutamine transport system permease protein GlnP
NKFGLIEL_01470	CDS	720	glnQ			Glutamine transport ATP-binding protein GlnQ
NKFGLIEL_01471	CDS	555	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
NKFGLIEL_01472	CDS	1419	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
NKFGLIEL_01473	CDS	1062	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
NKFGLIEL_01474	CDS	615	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
NKFGLIEL_01475	CDS	606	purH_1		COG0138	Bifunctional purine biosynthesis protein PurH
NKFGLIEL_01476	CDS	1275	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
NKFGLIEL_01477	CDS	1386	fumC	4.2.1.2		Fumarate hydratase class II
NKFGLIEL_01478	CDS	870	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
NKFGLIEL_01479	CDS	267	rpsO			30S ribosomal protein S15
NKFGLIEL_01480	CDS	2157	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
NKFGLIEL_01481	CDS	447	dut_2	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
NKFGLIEL_01482	CDS	555	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
NKFGLIEL_01483	CDS	1173	deoB	5.4.2.7	COG1015	Phosphopentomutase
NKFGLIEL_01484	CDS	1305	pdp	2.4.2.2		Pyrimidine-nucleoside phosphorylase
NKFGLIEL_01485	CDS	1386	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
NKFGLIEL_01486	CDS	696	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
NKFGLIEL_01487	CDS	321				hypothetical protein
NKFGLIEL_01488	CDS	945	cas1	3.1.-.-		CRISPR-associated endonuclease Cas1
NKFGLIEL_01489	CDS	330				hypothetical protein
NKFGLIEL_01490	CDS	1353	ffh		COG0541	Signal recognition particle protein
NKFGLIEL_01491	CDS	267	rpsP		COG0228	30S ribosomal protein S16
NKFGLIEL_01492	CDS	228				hypothetical protein
NKFGLIEL_01493	CDS	408				hypothetical protein
NKFGLIEL_01494	CDS	495	rimM		COG0806	Ribosome maturation factor RimM
NKFGLIEL_01495	CDS	738	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
NKFGLIEL_01496	CDS	573			COG4752	putative protein
NKFGLIEL_01497	CDS	735			COG0217	putative transcriptional regulatory protein
NKFGLIEL_01498	CDS	639				hypothetical protein
NKFGLIEL_01499	CDS	528				hypothetical protein
NKFGLIEL_01500	CDS	633				hypothetical protein
NKFGLIEL_01501	CDS	669	tcrA		COG0745	Transcriptional regulatory protein TcrA
NKFGLIEL_01502	CDS	1284	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
NKFGLIEL_01503	CDS	675	fucA	4.1.2.17		L-fuculose phosphate aldolase
NKFGLIEL_01504	CDS	1005				hypothetical protein
NKFGLIEL_01505	CDS	627				hypothetical protein
NKFGLIEL_01506	CDS	276				hypothetical protein
NKFGLIEL_01507	CDS	1131				hypothetical protein
NKFGLIEL_01508	CDS	240				hypothetical protein
NKFGLIEL_01509	CDS	546	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
NKFGLIEL_01510	CDS	561	pyrE_2	2.4.2.10		Orotate phosphoribosyltransferase
NKFGLIEL_01511	CDS	213	rpmE		COG0254	50S ribosomal protein L31
NKFGLIEL_01512	CDS	996				hypothetical protein
NKFGLIEL_01513	CDS	1086	prfA		COG0216	Peptide chain release factor 1
NKFGLIEL_01514	CDS	861	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
NKFGLIEL_01515	CDS	1056	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
NKFGLIEL_01516	CDS	438	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
NKFGLIEL_01517	CDS	624	upp	2.4.2.9		Uracil phosphoribosyltransferase
NKFGLIEL_01518	CDS	933	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
NKFGLIEL_01519	CDS	441	rplM			50S ribosomal protein L13
NKFGLIEL_01520	CDS	393	rpsI		COG0103	30S ribosomal protein S9
NKFGLIEL_01521	CDS	2508				hypothetical protein
NKFGLIEL_01522	CDS	654				hypothetical protein
NKFGLIEL_01523	CDS	771				hypothetical protein
NKFGLIEL_01524	CDS	414			COG0716	Flavodoxin
NKFGLIEL_01525	CDS	558				hypothetical protein
NKFGLIEL_01526	CDS	210				hypothetical protein
NKFGLIEL_01527	CDS	516				hypothetical protein
NKFGLIEL_01528	CDS	2103	cadA	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
NKFGLIEL_01529	CDS	219				hypothetical protein
NKFGLIEL_01530	CDS	279				hypothetical protein
NKFGLIEL_01531	CDS	624				hypothetical protein
NKFGLIEL_01532	CDS	2088	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
NKFGLIEL_01533	CDS	294				hypothetical protein
NKFGLIEL_01534	CDS	243				hypothetical protein
NKFGLIEL_01535	CDS	2442	der_3			GTPase Der
NKFGLIEL_01536	CDS	291	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
NKFGLIEL_01537	CDS	1464	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
NKFGLIEL_01538	CDS	1440	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
NKFGLIEL_01539	CDS	474	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
NKFGLIEL_01540	CDS	666				hypothetical protein
NKFGLIEL_01541	CDS	1842				hypothetical protein
NKFGLIEL_01542	CDS	639				hypothetical protein
NKFGLIEL_01543	tRNA	77				tRNA-Val(gac)
NKFGLIEL_01544	CDS	579	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
NKFGLIEL_01545	CDS	732	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
NKFGLIEL_01546	CDS	666	pspA_2	3.1.3.3	COG0406	Phosphoserine phosphatase 1
NKFGLIEL_01547	CDS	726	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
NKFGLIEL_01548	CDS	1065	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
NKFGLIEL_01549	CDS	558	efp		COG0231	Elongation factor P
NKFGLIEL_01550	CDS	372				hypothetical protein
NKFGLIEL_01551	CDS	306				hypothetical protein
NKFGLIEL_01552	CDS	435	nusB		COG0781	Transcription antitermination protein NusB
NKFGLIEL_01553	CDS	954	tsaD_1	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
NKFGLIEL_01554	CDS	1227	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
NKFGLIEL_01555	CDS	252	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
NKFGLIEL_01556	CDS	885		2.5.1.10		Farnesyl diphosphate synthase
NKFGLIEL_01557	CDS	804	tlyA		COG1189	Hemolysin A
NKFGLIEL_01558	CDS	873	nadK	2.7.1.23		NAD kinase
NKFGLIEL_01559	CDS	576				hypothetical protein
NKFGLIEL_01560	CDS	456	argR		COG1438	Arginine repressor
NKFGLIEL_01561	CDS	1701	recN		COG0497	DNA repair protein RecN
NKFGLIEL_01562	CDS	798	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
NKFGLIEL_01563	CDS	1038	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
NKFGLIEL_01564	CDS	882	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
NKFGLIEL_01565	CDS	768				hypothetical protein
NKFGLIEL_01566	CDS	933	gspA_1		COG1442	General stress protein A
NKFGLIEL_01567	CDS	1221				hypothetical protein
NKFGLIEL_01568	CDS	1065				hypothetical protein
NKFGLIEL_01569	CDS	1005				hypothetical protein
NKFGLIEL_01570	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
NKFGLIEL_01571	CDS	909	gspA_2		COG1442	General stress protein A
NKFGLIEL_01572	CDS	156				hypothetical protein
NKFGLIEL_01573	CDS	1008	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
NKFGLIEL_01574	CDS	2043				hypothetical protein
NKFGLIEL_01575	CDS	1014	bioB	2.8.1.6		Biotin synthase
NKFGLIEL_01576	CDS	1266	cshE	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshE
NKFGLIEL_01577	CDS	1194	patB_2	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
NKFGLIEL_01578	CDS	549	sutR		COG1396	HTH-type transcriptional regulator SutR
NKFGLIEL_01579	CDS	426				hypothetical protein
NKFGLIEL_01580	CDS	861				hypothetical protein
NKFGLIEL_01581	CDS	1338	potE		COG0531	Putrescine transporter PotE
NKFGLIEL_01582	CDS	1194	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
NKFGLIEL_01583	CDS	1419				hypothetical protein
NKFGLIEL_01584	CDS	1077				hypothetical protein
NKFGLIEL_01585	CDS	849				hypothetical protein
NKFGLIEL_01586	tRNA	75				tRNA-Arg(ccg)
NKFGLIEL_01587	CDS	1155	iscS_2	2.8.1.7		Cysteine desulfurase IscS
NKFGLIEL_01588	CDS	1086	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
NKFGLIEL_01589	CDS	1803	lepA_2	3.6.5.-		Elongation factor 4
NKFGLIEL_01590	CDS	1122	hemW		COG0635	Heme chaperone HemW
NKFGLIEL_01591	CDS	2361	priA	3.6.4.-		primosomal protein N'
NKFGLIEL_01592	CDS	462	def1	3.5.1.88	COG0242	Peptide deformylase 1
NKFGLIEL_01593	CDS	933	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
NKFGLIEL_01594	CDS	798				hypothetical protein
NKFGLIEL_01595	CDS	1338	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
NKFGLIEL_01596	CDS	1026	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
NKFGLIEL_01597	CDS	711	prpC	3.1.3.16	COG0631	Protein phosphatase PrpC
NKFGLIEL_01598	CDS	1923	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
NKFGLIEL_01599	CDS	867	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
NKFGLIEL_01600	CDS	645	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
NKFGLIEL_01601	CDS	1137	ribD		COG0117	Riboflavin biosynthesis protein RibD
NKFGLIEL_01602	CDS	645	ribE	2.5.1.9	COG0307	Riboflavin synthase
NKFGLIEL_01603	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
NKFGLIEL_01604	CDS	471				hypothetical protein
NKFGLIEL_01605	CDS	882	hslO			33 kDa chaperonin
NKFGLIEL_01606	CDS	795		2.4.2.44	COG0005	S-methyl-5'-thioinosine phosphorylase
NKFGLIEL_01607	CDS	1059	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
NKFGLIEL_01608	CDS	1242	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
NKFGLIEL_01609	CDS	1290	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
NKFGLIEL_01610	CDS	1041	mreB_2		COG1077	Cell shape-determining protein MreB
NKFGLIEL_01611	CDS	921	mreC		COG1792	Cell shape-determining protein MreC
NKFGLIEL_01612	CDS	507				hypothetical protein
NKFGLIEL_01613	CDS	1836	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
NKFGLIEL_01614	CDS	1074				Iron-sulfur cluster carrier protein
NKFGLIEL_01615	CDS	1101	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
NKFGLIEL_01616	CDS	1890				hypothetical protein
NKFGLIEL_01617	CDS	711				hypothetical protein
NKFGLIEL_01618	CDS	1437	rng	3.1.26.-	COG1530	Ribonuclease G
NKFGLIEL_01619	CDS	1278				hypothetical protein
NKFGLIEL_01620	CDS	723			COG2968	26 kDa periplasmic immunogenic protein
NKFGLIEL_01621	CDS	1311	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
NKFGLIEL_01622	CDS	1530	ppx	3.6.1.11	COG0248	Exopolyphosphatase
NKFGLIEL_01623	CDS	1554	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
NKFGLIEL_01624	CDS	2121	ppk	2.7.4.1		Polyphosphate kinase
NKFGLIEL_01625	CDS	978				hypothetical protein
NKFGLIEL_01626	CDS	678	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
NKFGLIEL_01627	CDS	753	rpsB		COG0052	30S ribosomal protein S2
NKFGLIEL_01628	CDS	648	tsf			Elongation factor Ts
NKFGLIEL_01629	CDS	723	pyrH	2.7.4.22		Uridylate kinase
NKFGLIEL_01630	CDS	561	frr		COG0233	Ribosome-recycling factor
NKFGLIEL_01631	CDS	240				hypothetical protein
NKFGLIEL_01632	CDS	783	uppS	2.5.1.-	COG0020	Isoprenyl transferase
NKFGLIEL_01633	CDS	828				hypothetical protein
NKFGLIEL_01634	CDS	1029				hypothetical protein
NKFGLIEL_01635	CDS	1065	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
NKFGLIEL_01636	CDS	1374				hypothetical protein
NKFGLIEL_01637	CDS	420				hypothetical protein
NKFGLIEL_01638	CDS	1743	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
NKFGLIEL_01639	CDS	1260	dmdA	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
NKFGLIEL_01640	CDS	486	DmdB	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
NKFGLIEL_01641	CDS	1068	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
NKFGLIEL_01642	CDS	618	lexA_1	3.4.21.88	COG1974	LexA repressor
NKFGLIEL_01643	CDS	330	yneA			Cell division suppressor protein YneA
NKFGLIEL_01644	CDS	990	xerC_5			Tyrosine recombinase XerC
NKFGLIEL_01645	CDS	543				hypothetical protein
NKFGLIEL_01646	CDS	924				hypothetical protein
NKFGLIEL_01647	CDS	1107	mltG	4.2.2.-		Endolytic murein transglycosylase
NKFGLIEL_01648	CDS	591	yrrM	2.1.1.-	COG4122	Putative O-methyltransferase YrrM
NKFGLIEL_01649	CDS	1236				hypothetical protein
NKFGLIEL_01650	CDS	243				hypothetical protein
NKFGLIEL_01651	CDS	1158	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
NKFGLIEL_01652	CDS	1113	glgD		COG0448	Glycogen biosynthesis protein GlgD
NKFGLIEL_01653	CDS	2433	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
NKFGLIEL_01654	CDS	2022	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
NKFGLIEL_01655	CDS	1440	glgA	2.4.1.21	COG0297	Glycogen synthase
NKFGLIEL_01656	CDS	3390				hypothetical protein
NKFGLIEL_01657	CDS	423				hypothetical protein
NKFGLIEL_01658	CDS	2046				hypothetical protein
NKFGLIEL_01659	CDS	489				hypothetical protein
NKFGLIEL_01660	CDS	276				hypothetical protein
NKFGLIEL_01661	CDS	537	lytC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
NKFGLIEL_01662	CDS	216				hypothetical protein
NKFGLIEL_01663	CDS	225				hypothetical protein
NKFGLIEL_01664	CDS	621	rpoH			RNA polymerase sigma factor RpoH
NKFGLIEL_01665	CDS	255				hypothetical protein
NKFGLIEL_01666	CDS	1434	sau3AIR	3.1.21.4		Type-2 restriction enzyme Sau3AI
NKFGLIEL_01667	CDS	2538				hypothetical protein
NKFGLIEL_01668	CDS	2028				hypothetical protein
NKFGLIEL_01669	CDS	1674				hypothetical protein
NKFGLIEL_01670	CDS	1929				hypothetical protein
NKFGLIEL_01671	CDS	1242				hypothetical protein
NKFGLIEL_01672	CDS	432				hypothetical protein
NKFGLIEL_01673	CDS	753				hypothetical protein
NKFGLIEL_01674	CDS	966				hypothetical protein
NKFGLIEL_01675	CDS	654	ntcA			Global nitrogen regulator
NKFGLIEL_01676	CDS	771	iolN	3.7.1.-	COG1402	3-dehydro-scyllo-inosose hydrolase
NKFGLIEL_01677	CDS	234				hypothetical protein
NKFGLIEL_01678	CDS	1473	panF		COG4145	Sodium/pantothenate symporter
NKFGLIEL_01679	CDS	534				hypothetical protein
NKFGLIEL_01680	CDS	1986	era_1			GTPase Era
NKFGLIEL_01681	CDS	1740	era_2			GTPase Era
NKFGLIEL_01682	CDS	1506	putP		COG0591	Sodium/proline symporter
NKFGLIEL_01683	CDS	1878	ettA		COG0488	Energy-dependent translational throttle protein EttA
NKFGLIEL_01684	CDS	1710	yloA		COG1293	putative protein YloA
NKFGLIEL_01685	CDS	507				hypothetical protein
NKFGLIEL_01686	CDS	417				hypothetical protein
NKFGLIEL_01687	CDS	1455	pepA	3.4.11.10		cytosol aminopeptidase
NKFGLIEL_01688	CDS	801	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
NKFGLIEL_01689	CDS	828				hypothetical protein
NKFGLIEL_01690	CDS	615				hypothetical protein
NKFGLIEL_01691	CDS	414	exbD		COG0848	Biopolymer transport protein ExbD
NKFGLIEL_01692	CDS	2310	btuB_3			Vitamin B12 transporter BtuB
NKFGLIEL_01693	CDS	969	yfmC		COG4594	Fe(3+)-citrate-binding protein YfmC
NKFGLIEL_01694	CDS	984	hmuU		COG0609	Hemin transport system permease protein HmuU
NKFGLIEL_01695	CDS	777	yusV_2		COG1120	putative siderophore transport system ATP-binding protein YusV
NKFGLIEL_01696	CDS	1137	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
NKFGLIEL_01697	CDS	717	cobIJ		COG1010	Cobalamin biosynthesis protein CobIJ
NKFGLIEL_01698	CDS	756	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
NKFGLIEL_01699	CDS	1056	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
NKFGLIEL_01700	CDS	735	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
NKFGLIEL_01701	CDS	759	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
NKFGLIEL_01702	CDS	1245	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
NKFGLIEL_01703	CDS	1389	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
NKFGLIEL_01704	CDS	633	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
NKFGLIEL_01705	CDS	1200	sbnD_2			Staphyloferrin B transporter
NKFGLIEL_01706	CDS	600				hypothetical protein
NKFGLIEL_01707	CDS	867	catM			HTH-type transcriptional regulator CatM
NKFGLIEL_01708	CDS	585				hypothetical protein
NKFGLIEL_01709	CDS	573				hypothetical protein
NKFGLIEL_01710	CDS	243	tatA			Sec-independent protein translocase protein TatA
NKFGLIEL_01711	CDS	612				IS200/IS605 family transposase IS1341
NKFGLIEL_01712	CDS	408				IS200/IS605 family transposase ISHaha8
NKFGLIEL_01713	CDS	2169	nqrF	1.6.5.8		Na(+)-translocating NADH-quinone reductase subunit F
NKFGLIEL_01714	CDS	2460	metH	2.1.1.13	COG0646	Methionine synthase
NKFGLIEL_01715	CDS	639				hypothetical protein
NKFGLIEL_01716	CDS	546				hypothetical protein
NKFGLIEL_01717	CDS	855	htpX	3.4.24.-	COG0501	Protease HtpX 
NKFGLIEL_01718	CDS	741				hypothetical protein
NKFGLIEL_01719	CDS	1272	obg	3.6.5.-		GTPase Obg
NKFGLIEL_01720	CDS	294				hypothetical protein
NKFGLIEL_01721	CDS	1137	proB	2.7.2.11	COG0263	Glutamate 5-kinase
NKFGLIEL_01722	CDS	1254	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
NKFGLIEL_01723	CDS	618	nadD_2	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
NKFGLIEL_01724	CDS	606				hypothetical protein
NKFGLIEL_01725	CDS	954	lytR			Transcriptional regulator LytR
NKFGLIEL_01726	CDS	381	rsfS		COG0799	Ribosomal silencing factor RsfS
NKFGLIEL_01727	CDS	867	cvfB		COG2996	Conserved virulence factor B
NKFGLIEL_01728	CDS	240				hypothetical protein
NKFGLIEL_01729	CDS	1464	yodF		COG0591	putative symporter YodF
NKFGLIEL_01730	CDS	876	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
NKFGLIEL_01731	CDS	2049	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
NKFGLIEL_01732	CDS	567				hypothetical protein
NKFGLIEL_01733	CDS	342	rplS		COG0335	50S ribosomal protein L19
NKFGLIEL_01734	CDS	1272	ppaC	3.6.1.1		manganese-dependent inorganic pyrophosphatase
NKFGLIEL_01735	CDS	2202	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
NKFGLIEL_01736	CDS	1995	ligA	6.5.1.2		DNA ligase
NKFGLIEL_01737	CDS	861				hypothetical protein
NKFGLIEL_01738	CDS	210				hypothetical protein
NKFGLIEL_01739	CDS	222				hypothetical protein
NKFGLIEL_01740	CDS	1329	adeQ		COG2252	Adenine permease AdeQ
NKFGLIEL_01741	CDS	1731	ade_2	3.5.4.2	COG1001	Adenine deaminase
NKFGLIEL_01742	CDS	762				hypothetical protein
NKFGLIEL_01743	CDS	1353	ribZ			Riboflavin transporter RibZ
NKFGLIEL_01744	CDS	1344				hypothetical protein
NKFGLIEL_01745	CDS	1104	xerC_6			Tyrosine recombinase XerC
NKFGLIEL_01746	CDS	930				hypothetical protein
NKFGLIEL_01747	CDS	375				hypothetical protein
NKFGLIEL_01748	CDS	687				hypothetical protein
NKFGLIEL_01749	CDS	381				hypothetical protein
NKFGLIEL_01750	CDS	447				hypothetical protein
NKFGLIEL_01751	CDS	897				hypothetical protein
NKFGLIEL_01752	CDS	636	lexA_2	3.4.21.88		LexA repressor
NKFGLIEL_01753	CDS	201				hypothetical protein
NKFGLIEL_01754	CDS	159				hypothetical protein
NKFGLIEL_01755	CDS	375				hypothetical protein
NKFGLIEL_01756	CDS	360				hypothetical protein
NKFGLIEL_01757	CDS	216				hypothetical protein
NKFGLIEL_01758	CDS	234				hypothetical protein
NKFGLIEL_01759	CDS	183				hypothetical protein
NKFGLIEL_01760	CDS	339				hypothetical protein
NKFGLIEL_01761	CDS	153				hypothetical protein
NKFGLIEL_01762	CDS	486				hypothetical protein
NKFGLIEL_01763	CDS	627				hypothetical protein
NKFGLIEL_01764	CDS	537				hypothetical protein
NKFGLIEL_01765	CDS	2574				hypothetical protein
NKFGLIEL_01766	CDS	1353	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
NKFGLIEL_01767	CDS	324				hypothetical protein
NKFGLIEL_01768	CDS	402				hypothetical protein
NKFGLIEL_01769	CDS	444	dut_3	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
NKFGLIEL_01770	CDS	258				hypothetical protein
NKFGLIEL_01771	CDS	252				hypothetical protein
NKFGLIEL_01772	CDS	771				hypothetical protein
NKFGLIEL_01773	CDS	417				hypothetical protein
NKFGLIEL_01774	CDS	255				hypothetical protein
NKFGLIEL_01775	CDS	480				hypothetical protein
NKFGLIEL_01776	CDS	399				hypothetical protein
NKFGLIEL_01777	CDS	237				hypothetical protein
NKFGLIEL_01778	CDS	291				hypothetical protein
NKFGLIEL_01779	CDS	336				hypothetical protein
NKFGLIEL_01780	CDS	252				hypothetical protein
NKFGLIEL_01781	CDS	222				hypothetical protein
NKFGLIEL_01782	CDS	555				hypothetical protein
NKFGLIEL_01783	CDS	204				hypothetical protein
NKFGLIEL_01784	CDS	192				hypothetical protein
NKFGLIEL_01785	CDS	231				hypothetical protein
NKFGLIEL_01786	CDS	435				hypothetical protein
NKFGLIEL_01787	CDS	351				hypothetical protein
NKFGLIEL_01788	CDS	711				hypothetical protein
NKFGLIEL_01789	CDS	315				hypothetical protein
NKFGLIEL_01790	CDS	1761				hypothetical protein
NKFGLIEL_01791	CDS	1263				hypothetical protein
NKFGLIEL_01792	CDS	720				hypothetical protein
NKFGLIEL_01793	CDS	1284				hypothetical protein
NKFGLIEL_01794	CDS	294				hypothetical protein
NKFGLIEL_01795	CDS	348				hypothetical protein
NKFGLIEL_01796	CDS	456				hypothetical protein
NKFGLIEL_01797	CDS	414				hypothetical protein
NKFGLIEL_01798	CDS	732				hypothetical protein
NKFGLIEL_01799	CDS	378				hypothetical protein
