locus_tag	ftype	length_bp	gene	EC_number	COG	product
FFHCJIBM_01425	CDS	918	thrB	2.7.1.39	COG0083	Homoserine kinase
FFHCJIBM_01426	CDS	828	nudC	3.6.1.22		NADH pyrophosphatase
FFHCJIBM_01427	CDS	2664	valS	6.1.1.9	COG0525	Valine--tRNA ligase
FFHCJIBM_01428	CDS	1308	fpgS	6.3.2.17		Folylpolyglutamate synthase
FFHCJIBM_01429	CDS	1278				hypothetical protein
FFHCJIBM_01430	CDS	636	rex		COG2344	Redox-sensing transcriptional repressor Rex
FFHCJIBM_01431	CDS	615	ywaC	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
FFHCJIBM_01432	CDS	687	tcrA		COG0745	Transcriptional regulatory protein TcrA
FFHCJIBM_01433	CDS	1275	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
FFHCJIBM_01434	CDS	1035	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
FFHCJIBM_01435	CDS	411				hypothetical protein
FFHCJIBM_01436	CDS	420				hypothetical protein
FFHCJIBM_01437	CDS	3480	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
FFHCJIBM_01438	CDS	1179	fieF			Ferrous-iron efflux pump FieF
FFHCJIBM_01439	CDS	678	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
FFHCJIBM_01440	CDS	1203	bcr			Bicyclomycin resistance protein
FFHCJIBM_01441	CDS	1260	yxeP_4	3.-.-.-	COG1473	putative hydrolase YxeP
FFHCJIBM_01442	CDS	528	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
FFHCJIBM_01443	CDS	1431	cca	2.7.7.72		CCA-adding enzyme
FFHCJIBM_01444	CDS	1977	spoVD		COG0768	Stage V sporulation protein D
FFHCJIBM_01445	CDS	852	folD		COG0190	Bifunctional protein FolD protein
FFHCJIBM_01446	CDS	1167	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
FFHCJIBM_01447	CDS	3531		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
FFHCJIBM_01448	CDS	372			COG2852	putative protein
FFHCJIBM_01449	CDS	576				hypothetical protein
FFHCJIBM_01450	CDS	273	yjdJ		COG2388	putative protein YjdJ
FFHCJIBM_01451	CDS	726				hypothetical protein
FFHCJIBM_01452	CDS	288				hypothetical protein
FFHCJIBM_01453	CDS	597				hypothetical protein
FFHCJIBM_01454	CDS	588	rpsD		COG0522	30S ribosomal protein S4
FFHCJIBM_01455	CDS	957				hypothetical protein
FFHCJIBM_01456	CDS	441				hypothetical protein
FFHCJIBM_01457	CDS	624				hypothetical protein
FFHCJIBM_01458	CDS	492	moaB			Molybdenum cofactor biosynthesis protein B
FFHCJIBM_01459	CDS	576	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
FFHCJIBM_01460	CDS	753	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
FFHCJIBM_01461	CDS	654	pspA_2	3.1.3.3	COG0406	Phosphoserine phosphatase 1
FFHCJIBM_01462	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
FFHCJIBM_01463	CDS	1068	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
FFHCJIBM_01464	CDS	558	efp		COG0231	Elongation factor P
FFHCJIBM_01465	CDS	369				hypothetical protein
FFHCJIBM_01466	CDS	297				hypothetical protein
FFHCJIBM_01467	CDS	447	nusB		COG0781	Transcription antitermination protein NusB
FFHCJIBM_01468	CDS	954	tsaD_2	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
FFHCJIBM_01469	CDS	1209	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
FFHCJIBM_01470	CDS	255	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
FFHCJIBM_01471	CDS	885		2.5.1.10		Farnesyl diphosphate synthase
FFHCJIBM_01472	CDS	804	tlyA		COG1189	Hemolysin A
FFHCJIBM_01473	CDS	873	nadK	2.7.1.23		NAD kinase
FFHCJIBM_01474	CDS	600				hypothetical protein
FFHCJIBM_01475	CDS	456	argR		COG1438	Arginine repressor
FFHCJIBM_01476	CDS	1683	recN		COG0497	DNA repair protein RecN
FFHCJIBM_01477	CDS	798	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
FFHCJIBM_01478	CDS	1038	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
FFHCJIBM_01479	CDS	882	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
FFHCJIBM_01480	tRNA	77				tRNA-Arg(acg)
FFHCJIBM_01481	CDS	552				hypothetical protein
FFHCJIBM_01482	CDS	1260	cshE	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshE
FFHCJIBM_01483	CDS	423				hypothetical protein
FFHCJIBM_01484	CDS	867				hypothetical protein
FFHCJIBM_01485	CDS	1326	potE		COG0531	Putrescine transporter PotE
FFHCJIBM_01486	CDS	1182	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
FFHCJIBM_01487	CDS	1185	thlA_2	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
FFHCJIBM_01488	CDS	633				hypothetical protein
FFHCJIBM_01489	CDS	231				hypothetical protein
FFHCJIBM_01490	CDS	462	infC			Translation initiation factor IF-3
FFHCJIBM_01491	CDS	198	rpmI		COG0291	50S ribosomal protein L35
FFHCJIBM_01492	CDS	351	rplT		COG0292	50S ribosomal protein L20
FFHCJIBM_01493	CDS	1170	fsr			Fosmidomycin resistance protein
FFHCJIBM_01494	CDS	1188	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
FFHCJIBM_01495	tRNA	77				tRNA-Ile(gat)
FFHCJIBM_01496	tRNA	77				tRNA-Ile(gat)
FFHCJIBM_01497	CDS	939	rbn_2	3.1.26.11		Ribonuclease BN
FFHCJIBM_01498	CDS	1134				hypothetical protein
FFHCJIBM_01499	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
FFHCJIBM_01500	CDS	1176	purH_1	3.5.4.10		Bifunctional purine biosynthesis protein PurH
FFHCJIBM_01501	CDS	2001	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
FFHCJIBM_01502	CDS	330				hypothetical protein
FFHCJIBM_01503	CDS	1353	ffh		COG0541	Signal recognition particle protein
FFHCJIBM_01504	CDS	270	rpsP		COG0228	30S ribosomal protein S16
FFHCJIBM_01505	CDS	228				hypothetical protein
FFHCJIBM_01506	CDS	408				hypothetical protein
FFHCJIBM_01507	CDS	504	rimM			Ribosome maturation factor RimM
FFHCJIBM_01508	CDS	738	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
FFHCJIBM_01509	CDS	573			COG4752	putative protein
FFHCJIBM_01510	CDS	735			COG0217	putative transcriptional regulatory protein
FFHCJIBM_01511	CDS	243				hypothetical protein
FFHCJIBM_01512	CDS	594				hypothetical protein
FFHCJIBM_01513	CDS	561				hypothetical protein
FFHCJIBM_01514	CDS	1341				hypothetical protein
FFHCJIBM_01515	CDS	525				hypothetical protein
FFHCJIBM_01516	CDS	279				hypothetical protein
	repeat_region	2283				
FFHCJIBM_01517	CDS	279				hypothetical protein
	repeat_region	1868				
FFHCJIBM_01518	CDS	279				hypothetical protein
FFHCJIBM_01519	CDS	120				hypothetical protein
FFHCJIBM_01520	CDS	1116				IS200/IS605 family transposase IS1341
FFHCJIBM_01521	CDS	828				hypothetical protein
FFHCJIBM_01522	CDS	789	cas6	3.1.-.-	COG5551	CRISPR-associated endoribonuclease Cas6
FFHCJIBM_01523	CDS	636				hypothetical protein
FFHCJIBM_01524	CDS	1677				hypothetical protein
FFHCJIBM_01525	CDS	1677				hypothetical protein
FFHCJIBM_01526	CDS	678				hypothetical protein
FFHCJIBM_01527	CDS	1587				hypothetical protein
FFHCJIBM_01528	CDS	1473				hypothetical protein
FFHCJIBM_01529	CDS	480				hypothetical protein
FFHCJIBM_01530	CDS	1878				hypothetical protein
FFHCJIBM_01531	CDS	282	cas2_1	3.1.-.-		CRISPR-associated endoribonuclease Cas2
FFHCJIBM_01532	CDS	1080				hypothetical protein
FFHCJIBM_01533	CDS	594	tmk_2	2.7.4.9		Thymidylate kinase
FFHCJIBM_01534	CDS	771	pqqE_2			Coenzyme PQQ synthesis protein E
FFHCJIBM_01535	CDS	495	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
FFHCJIBM_01536	CDS	1644	nrdD_2	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
FFHCJIBM_01537	CDS	195				hypothetical protein
	repeat_region	1403				
FFHCJIBM_01538	CDS	279				hypothetical protein
	repeat_region	2057				
FFHCJIBM_01539	CDS	195				hypothetical protein
FFHCJIBM_01540	CDS	2829	dnaK_2			Chaperone protein DnaK
FFHCJIBM_01541	CDS	1137	rnj	3.1.-.-		Ribonuclease J
FFHCJIBM_01542	CDS	1095				hypothetical protein
FFHCJIBM_01543	CDS	120				hypothetical protein
FFHCJIBM_01544	CDS	183				hypothetical protein
FFHCJIBM_01545	CDS	996	cas1_1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
FFHCJIBM_01546	CDS	1611				hypothetical protein
FFHCJIBM_01547	CDS	1773	era_1			GTPase Era
FFHCJIBM_01548	CDS	456				IS200/IS605 family transposase ISDha13
FFHCJIBM_01549	CDS	567				hypothetical protein
	repeat_region	761				
FFHCJIBM_01550	CDS	1251				hypothetical protein
FFHCJIBM_01551	CDS	960				hypothetical protein
FFHCJIBM_01552	CDS	1671				hypothetical protein
FFHCJIBM_01553	CDS	1530	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
FFHCJIBM_01554	CDS	486				hypothetical protein
FFHCJIBM_01555	CDS	408	gcdC	7.2.4.5	COG0511	Glutaconyl-CoA decarboxylase subunit gamma
FFHCJIBM_01556	CDS	1077	xerC_3			Tyrosine recombinase XerC
FFHCJIBM_01557	CDS	183				hypothetical protein
FFHCJIBM_01558	CDS	453				hypothetical protein
FFHCJIBM_01559	CDS	207				hypothetical protein
FFHCJIBM_01560	CDS	1038				hypothetical protein
FFHCJIBM_01561	CDS	216				hypothetical protein
FFHCJIBM_01562	CDS	813				hypothetical protein
FFHCJIBM_01563	CDS	792				hypothetical protein
FFHCJIBM_01564	CDS	171				hypothetical protein
FFHCJIBM_01565	CDS	390				hypothetical protein
FFHCJIBM_01566	CDS	567				hypothetical protein
FFHCJIBM_01567	CDS	627	lexA_1	3.4.21.88		LexA repressor
FFHCJIBM_01568	CDS	186	xre_2		COG1396	HTH-type transcriptional regulator Xre
FFHCJIBM_01569	CDS	231				hypothetical protein
FFHCJIBM_01570	CDS	240				hypothetical protein
FFHCJIBM_01571	CDS	576				hypothetical protein
FFHCJIBM_01572	CDS	486				hypothetical protein
FFHCJIBM_01573	CDS	264				hypothetical protein
FFHCJIBM_01574	CDS	282				hypothetical protein
FFHCJIBM_01575	CDS	276				hypothetical protein
FFHCJIBM_01576	CDS	222				hypothetical protein
FFHCJIBM_01577	CDS	744	soj	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
FFHCJIBM_01578	CDS	1323				hypothetical protein
FFHCJIBM_01579	CDS	549				hypothetical protein
FFHCJIBM_01580	CDS	438				hypothetical protein
FFHCJIBM_01581	CDS	798				hypothetical protein
FFHCJIBM_01582	CDS	192				hypothetical protein
FFHCJIBM_01583	CDS	195				hypothetical protein
FFHCJIBM_01584	CDS	456				hypothetical protein
FFHCJIBM_01585	CDS	444				hypothetical protein
FFHCJIBM_01586	CDS	519				hypothetical protein
FFHCJIBM_01587	CDS	1911				hypothetical protein
FFHCJIBM_01588	CDS	219				hypothetical protein
FFHCJIBM_01589	CDS	1593				hypothetical protein
FFHCJIBM_01590	CDS	1071	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
FFHCJIBM_01591	CDS	336				hypothetical protein
FFHCJIBM_01592	CDS	1053				hypothetical protein
FFHCJIBM_01593	CDS	243				hypothetical protein
FFHCJIBM_01594	CDS	327				hypothetical protein
FFHCJIBM_01595	CDS	516				hypothetical protein
FFHCJIBM_01596	CDS	510				hypothetical protein
FFHCJIBM_01597	CDS	237				hypothetical protein
FFHCJIBM_01598	CDS	1446				hypothetical protein
FFHCJIBM_01599	CDS	531				hypothetical protein
FFHCJIBM_01600	CDS	327				hypothetical protein
FFHCJIBM_01601	CDS	2589				hypothetical protein
FFHCJIBM_01602	CDS	204				hypothetical protein
FFHCJIBM_01603	CDS	1167				hypothetical protein
FFHCJIBM_01604	CDS	465				hypothetical protein
FFHCJIBM_01605	CDS	471				hypothetical protein
FFHCJIBM_01606	CDS	315				hypothetical protein
FFHCJIBM_01607	CDS	1116				hypothetical protein
FFHCJIBM_01608	CDS	642				hypothetical protein
FFHCJIBM_01609	CDS	561				hypothetical protein
FFHCJIBM_01610	CDS	327				hypothetical protein
FFHCJIBM_01611	CDS	534				hypothetical protein
FFHCJIBM_01612	CDS	312				hypothetical protein
FFHCJIBM_01613	CDS	522				hypothetical protein
FFHCJIBM_01614	CDS	207				hypothetical protein
FFHCJIBM_01615	CDS	1026	xerC_4			Tyrosine recombinase XerC
FFHCJIBM_01616	CDS	438				hypothetical protein
FFHCJIBM_01617	CDS	153				hypothetical protein
FFHCJIBM_01618	CDS	258				hypothetical protein
FFHCJIBM_01619	CDS	366				hypothetical protein
FFHCJIBM_01620	CDS	630				hypothetical protein
FFHCJIBM_01621	CDS	441				hypothetical protein
FFHCJIBM_01622	CDS	507				hypothetical protein
FFHCJIBM_01623	CDS	378				hypothetical protein
FFHCJIBM_01624	CDS	1116				IS200/IS605 family transposase IS1341
FFHCJIBM_01625	CDS	525				hypothetical protein
FFHCJIBM_01626	CDS	519	ybdM		COG1475	putative protein YbdM
FFHCJIBM_01627	CDS	198				hypothetical protein
FFHCJIBM_01628	tRNA	76				tRNA-Lys(ctt)
FFHCJIBM_01629	CDS	1458	pepA	3.4.11.10		cytosol aminopeptidase
FFHCJIBM_01630	CDS	807	yciV_1	3.1.13.-	COG0613	5'-3' exoribonuclease
FFHCJIBM_01631	CDS	834				hypothetical protein
FFHCJIBM_01632	CDS	1479				hypothetical protein
FFHCJIBM_01633	CDS	1551	carA_2	2.8.3.23	COG4670	Caffeate CoA-transferase
FFHCJIBM_01634	CDS	405				hypothetical protein
FFHCJIBM_01635	CDS	678				hypothetical protein
FFHCJIBM_01636	CDS	1656	alsS	2.2.1.6	COG0028	Acetolactate synthase
FFHCJIBM_01637	CDS	426				hypothetical protein
FFHCJIBM_01638	CDS	561	sipT	3.4.21.89	COG0681	Signal peptidase I T
FFHCJIBM_01639	CDS	492				hypothetical protein
FFHCJIBM_01640	CDS	495	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
FFHCJIBM_01641	CDS	384				hypothetical protein
FFHCJIBM_01642	CDS	1107				hypothetical protein
FFHCJIBM_01643	CDS	513				hypothetical protein
FFHCJIBM_01644	CDS	408				hypothetical protein
FFHCJIBM_01645	CDS	576	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
FFHCJIBM_01646	CDS	366	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
FFHCJIBM_01647	CDS	483	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
FFHCJIBM_01648	CDS	666	srrA_2		COG0745	Transcriptional regulatory protein SrrA
FFHCJIBM_01649	CDS	1554	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
FFHCJIBM_01650	CDS	231				hypothetical protein
FFHCJIBM_01651	CDS	672				hypothetical protein
FFHCJIBM_01652	CDS	789				hypothetical protein
FFHCJIBM_01653	CDS	708	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
FFHCJIBM_01654	CDS	825				hypothetical protein
FFHCJIBM_01655	CDS	330	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
FFHCJIBM_01656	CDS	633	queE_2	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
FFHCJIBM_01657	CDS	633				hypothetical protein
FFHCJIBM_01658	CDS	135				hypothetical protein
FFHCJIBM_01659	CDS	1479	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
FFHCJIBM_01660	CDS	648		3.1.3.5	COG0546	5'-nucleotidase
FFHCJIBM_01661	CDS	2922				hypothetical protein
FFHCJIBM_01662	CDS	921	gltX_2	6.1.1.17	COG0008	Glutamate--tRNA ligase
FFHCJIBM_01663	CDS	441	mraZ			Transcriptional regulator MraZ
FFHCJIBM_01664	CDS	933	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
FFHCJIBM_01665	CDS	369	ftsL_2			Cell division protein FtsL
FFHCJIBM_01666	CDS	1506	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
FFHCJIBM_01667	CDS	1371	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
FFHCJIBM_01668	CDS	966	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
FFHCJIBM_01669	CDS	1368	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
FFHCJIBM_01670	CDS	1122	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
FFHCJIBM_01671	CDS	1389	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
FFHCJIBM_01672	CDS	939	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
FFHCJIBM_01673	CDS	912	ftsQ			Cell division protein FtsQ
FFHCJIBM_01674	CDS	1038	ftsZ		COG0206	Cell division protein FtsZ
FFHCJIBM_01675	CDS	465	nrdR		COG1327	Transcriptional repressor NrdR
FFHCJIBM_01676	CDS	1482	hldE		COG2870	Bifunctional protein HldE
FFHCJIBM_01677	CDS	966	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
FFHCJIBM_01678	CDS	522	gmhB	3.1.3.83		D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase
FFHCJIBM_01679	CDS	1032	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
FFHCJIBM_01680	CDS	1050	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
FFHCJIBM_01681	CDS	579				hypothetical protein
FFHCJIBM_01682	CDS	435				hypothetical protein
FFHCJIBM_01683	CDS	444				hypothetical protein
FFHCJIBM_01684	CDS	1140	acdA	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FFHCJIBM_01685	CDS	1026	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
FFHCJIBM_01686	CDS	2427	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
FFHCJIBM_01687	CDS	1344	tig	5.2.1.8	COG0544	Trigger factor
FFHCJIBM_01688	CDS	606	clpP_3	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
FFHCJIBM_01689	CDS	1239	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
FFHCJIBM_01690	CDS	2334	lon1	3.4.21.53	COG0466	Lon protease 1
FFHCJIBM_01691	CDS	636	engB		COG0218	putative GTP-binding protein EngB
FFHCJIBM_01692	CDS	372	trxA_2		COG0526	Thioredoxin
FFHCJIBM_01693	CDS	927		2.4.-.-		putative glycosyltransferase
FFHCJIBM_01694	CDS	744				hypothetical protein
FFHCJIBM_01695	CDS	2610	alaS	6.1.1.7		Alanine--tRNA ligase
FFHCJIBM_01696	CDS	267				hypothetical protein
FFHCJIBM_01697	CDS	417	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
FFHCJIBM_01698	CDS	273				hypothetical protein
FFHCJIBM_01699	CDS	894	hdfR_3			HTH-type transcriptional regulator HdfR
FFHCJIBM_01700	CDS	1206	mdtG			Multidrug resistance protein MdtG
FFHCJIBM_01701	CDS	546	resA			Thiol-disulfide oxidoreductase ResA
FFHCJIBM_01702	tRNA	77				tRNA-Val(gac)
FFHCJIBM_01703	CDS	354	adhR		COG0789	HTH-type transcriptional regulator AdhR
FFHCJIBM_01704	tRNA	77				tRNA-Val(gac)
FFHCJIBM_01705	CDS	1413				hypothetical protein
FFHCJIBM_01706	CDS	897				hypothetical protein
FFHCJIBM_01707	CDS	840	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
FFHCJIBM_01708	CDS	822	aptA_1	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
FFHCJIBM_01709	CDS	936	aptB_1	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
FFHCJIBM_01710	CDS	1452	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
FFHCJIBM_01711	CDS	813				hypothetical protein
FFHCJIBM_01712	CDS	834	larE	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
FFHCJIBM_01713	CDS	633	nth	4.2.99.18	COG0177	Endonuclease III
FFHCJIBM_01714	CDS	1323	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
FFHCJIBM_01715	CDS	1413		1.2.1.3		Putative aldehyde dehydrogenase
FFHCJIBM_01716	CDS	1254		1.1.1.38		NAD-dependent malic enzyme
FFHCJIBM_01717	CDS	723	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
FFHCJIBM_01718	CDS	1359	alsT_4		COG1115	Amino-acid carrier protein AlsT
FFHCJIBM_01719	CDS	906	nadA	2.5.1.72	COG0379	Quinolinate synthase A
FFHCJIBM_01720	CDS	1344	nadB	1.4.3.16	COG0029	L-aspartate oxidase
FFHCJIBM_01721	CDS	852	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
FFHCJIBM_01722	CDS	102				hypothetical protein
FFHCJIBM_01723	CDS	1227				IS200/IS605 family transposase ISDge19
FFHCJIBM_01724	CDS	1059	mutY	3.2.2.31		Adenine DNA glycosylase
FFHCJIBM_01725	CDS	1206				hypothetical protein
FFHCJIBM_01726	CDS	1002				hypothetical protein
FFHCJIBM_01727	CDS	282				hypothetical protein
FFHCJIBM_01728	CDS	2124	uvrB			UvrABC system protein B
FFHCJIBM_01729	CDS	2856	uvrA			UvrABC system protein A
FFHCJIBM_01730	CDS	1827	uvrC		COG0322	UvrABC system protein C
FFHCJIBM_01731	CDS	648				hypothetical protein
FFHCJIBM_01732	CDS	162				Rubredoxin
FFHCJIBM_01733	CDS	396				hypothetical protein
FFHCJIBM_01734	CDS	141				hypothetical protein
FFHCJIBM_01735	CDS	1434				hypothetical protein
FFHCJIBM_01736	CDS	207				hypothetical protein
FFHCJIBM_01737	CDS	738	sufC		COG0396	Vegetative protein 296
FFHCJIBM_01738	CDS	1458				hypothetical protein
FFHCJIBM_01739	CDS	1137				hypothetical protein
FFHCJIBM_01740	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
FFHCJIBM_01741	CDS	438	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
FFHCJIBM_01742	CDS	789	lgt	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
FFHCJIBM_01743	CDS	1767				hypothetical protein
FFHCJIBM_01744	CDS	2481	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
FFHCJIBM_01745	CDS	615	nudL	3.6.1.-		putative Nudix hydrolase NudL
FFHCJIBM_01746	CDS	1152		1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
FFHCJIBM_01747	CDS	813	carD_1	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
FFHCJIBM_01748	CDS	1017	carE_1	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
FFHCJIBM_01749	CDS	1908	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
FFHCJIBM_01750	CDS	864	rbgA		COG1161	Ribosome biogenesis GTPase A
FFHCJIBM_01751	CDS	789	rnhB	3.1.26.4	COG0164	Ribonuclease HII
FFHCJIBM_01752	CDS	954				hypothetical protein
FFHCJIBM_01753	CDS	3555	smc		COG1196	Chromosome partition protein Smc
FFHCJIBM_01754	CDS	945	ftsY		COG0552	Signal recognition particle receptor FtsY
FFHCJIBM_01755	CDS	465	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
FFHCJIBM_01756	CDS	813	thiM_2	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
FFHCJIBM_01757	CDS	504				hypothetical protein
FFHCJIBM_01758	CDS	591				hypothetical protein
FFHCJIBM_01759	CDS	1173	acrE			Multidrug export protein AcrE
FFHCJIBM_01760	CDS	3153	bepE_1			Efflux pump membrane transporter BepE
FFHCJIBM_01761	CDS	1905	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
FFHCJIBM_01762	CDS	1752				hypothetical protein
FFHCJIBM_01763	CDS	951				hypothetical protein
FFHCJIBM_01764	CDS	963			COG1702	PhoH-like protein
FFHCJIBM_01765	CDS	474	ybeY	3.1.-.-		Endoribonuclease YbeY
FFHCJIBM_01766	CDS	894	era_2			GTPase Era
FFHCJIBM_01767	CDS	1350				hypothetical protein
FFHCJIBM_01768	CDS	744	recO			DNA repair protein RecO
FFHCJIBM_01769	CDS	483				hypothetical protein
FFHCJIBM_01770	CDS	1356	mdtK			Multidrug resistance protein MdtK
FFHCJIBM_01771	CDS	1563	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
FFHCJIBM_01772	CDS	1491	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
FFHCJIBM_01773	CDS	687	regX3_2		COG0745	Sensory transduction protein regX3
FFHCJIBM_01774	CDS	1539	arnT_4	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
FFHCJIBM_01775	CDS	339				hypothetical protein
FFHCJIBM_01776	CDS	690	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
FFHCJIBM_01777	CDS	1119			COG0327	GTP cyclohydrolase 1 type 2 
FFHCJIBM_01778	CDS	648	thiE_2	2.5.1.3	COG0352	Thiamine-phosphate synthase
FFHCJIBM_01779	CDS	1224	lysC	2.7.2.4		Aspartokinase
FFHCJIBM_01780	CDS	300				hypothetical protein
FFHCJIBM_01781	CDS	369	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
FFHCJIBM_01782	CDS	1653	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
FFHCJIBM_01783	CDS	933				hypothetical protein
FFHCJIBM_01784	CDS	219				hypothetical protein
FFHCJIBM_01785	CDS	213				hypothetical protein
FFHCJIBM_01786	CDS	600				hypothetical protein
FFHCJIBM_01787	CDS	1044				hypothetical protein
FFHCJIBM_01788	CDS	1401				hypothetical protein
FFHCJIBM_01789	CDS	1407				hypothetical protein
FFHCJIBM_01790	CDS	981				hypothetical protein
FFHCJIBM_01791	CDS	525	yvyD		COG1544	Ribosome hibernation promotion factor
FFHCJIBM_01792	CDS	1512	opuE		COG0591	Osmoregulated proline transporter OpuE
FFHCJIBM_01793	CDS	2466	secA		COG0653	Protein translocase subunit SecA
